ID,Cur Stn,"Cur City, State",Cur Division,Cur Train,Model,Model Year,Built Date,Rebuilt Date,HP,Category,Train Service Code,Assign Date,Last Upd,Home Shop,Alt Shop,Power Usage,Home Operating Station,Status,Servicing State,Task Type,FRA Due,FRA Dead,Next LCDI Due,Axles,ADH,SM,AC,DP Code,DP Description,Energy Mgmt,Energy Mgmt Health,ECP Code,ECP Description,CS,LSL,PTC,PTC Health,Slow Speed,Remote Control,Auto Start,Loco Apu,Remote Diag,Fuel Cap,Rail View,Loco Grp,Brake Schedule,Amtrak Clearance,Cell Phn Detection,V/TI,Length,Weight
NS 7511,149MB,"Mobile, AL",Alabama (08),,ES44DC,2004,2004-06-22,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2013-06-13,TFV25,SCX,SCX,RD,,A,,AF,2019-05-02,2019-05-09,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,5,CCB2,Y,Y,,"73'2""",410000
NS 7513,PT283,"Robindale Scanner, PA",Pittsburgh (74),,ES44DC,2004,2004-06-25,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2013-06-13,TFV25,SCX,SCX,RD,,A,,AF,2019-07-18,2019-07-25,2019-05-27,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,5,CCB2,Y,Y,,"73'2""",410000
NS 7510,05019,"Kingsland Scanner, IN",Lake (92),117.25,ES44DC,2004,2004-06-26,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2013-06-13,TFV25,SCX,SCX,RD,,A,,AF,2019-05-14,2019-05-21,2019-05-25,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,5,CCB2,Y,Y,,"73'2""",410000
NS 7512,OP15,"Ohio Valley Coal 6, OH",Pittsburgh (74),N18.25,ES44DC,2004,2004-06-26,,4400,RD Unit IN RD Service,RD Powhatan OH (PW),2015-06-30,TXIFV,CON,CON,RD,"Powhatan, OH  (RO59)",A,IT,AF,2019-07-07,2019-07-14,2019-05-16,6,High,,Y,Y,Radio Only,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,5,CCB2,Y,Y,,"73'2""",410000
NS 7514,SR419,"Buffalo Bison, NY",Pittsburgh (74),,ES44DC,2004,2004-08-03,,4400,RD Unit IN RD Service,RD Shaffers Crossing Shop (4X),2013-06-13,TFV25,SCX,SCX,RD,,A,IB,AF,2019-05-29,2019-06-05,2019-05-24,6,High,,Y,Y,Radio Only,Trip Optimizer,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,GE-TMC,4825,Y,5,CCB2,Y,Y,,"73'2""",410000
NS 9887,G258,"Jacksonville, FL",Georgia (04),291.25,D9-44CW,2004,2004-09-17,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,MR,2019-05-27,2019-06-03,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9889,HP113,"Harrisburg, PA",Harrisburg (72),228.26,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-24,2019-07-01,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9891,SR215,"Binghamton, NY",Harrisburg (72),,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-09,2019-05-16,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9892,70579,"Salem, IL",Illinois (94),,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-24,2019-07-01,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9893,PT241,"Millers Curve Scann, PA",Pittsburgh (74),592.25,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-05,2019-06-12,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9894,160A,"Loudon, TN",Georgia (04),,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,MR,2019-05-16,2019-05-23,2019-05-16,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9897,575,"Cagle Scanner, GA",Piedmont (03),154.25,D9-44CW,2004,2004-09-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IT,AF,2019-04-11,2019-04-18,2019-05-12,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9888,09711,"Kansas City, MO",Illinois (94),,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,DS,AF,2019-04-28,2019-05-05,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9890,09676,"Clifton Hill Scannr, MO",Illinois (94),21T.24,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IB,AN,2019-04-29,2019-05-06,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9895,10354,"Bluefield, WV",Pocahontas (62),821.24,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IB,AF,2019-06-25,2019-07-02,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9896,00510,"Chicago, IL",Dearborn (76),,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-06,2019-06-13,2019-05-04,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9898,CD190,"Cleveland Rockport, OH",Pittsburgh (74),69G.26,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-20,2019-05-27,2019-05-24,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9899,10215,"Forest Scanner, VA",Pocahontas (62),236.25,D9-44CW,2004,2004-09-26,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IB,AF,2019-06-19,2019-06-26,2019-05-22,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9900,09716,"Kansas City, KS",Illinois (94),,D9-44CW,2004,2004-10-01,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-02,2019-05-09,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9902,HA484,"Schen Seneca S Scan, NY",Harrisburg (72),23K.26,D9-44CW,2004,2004-10-01,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-10,2019-07-17,2019-05-24,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9903,10660,"Columbus, OH",Lake (92),304.26,D9-44CW,2004,2004-10-04,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-23,2019-04-30,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9904,160A,"Loudon, TN",Georgia (04),,D9-44CW,2004,2004-10-05,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-15,2019-06-22,2019-04-30,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9901,A514,"Mercedes, AL",Alabama (08),,D9-44CW,2004,2004-10-06,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-23,2019-06-30,2019-05-13,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9905,09873,"Oakwood, MI",Dearborn (76),,D9-44CW,2004,2004-10-09,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-21,2019-04-28,2019-05-28,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9906,90035,"Saratoga Springs, NY",Harrisburg (72),,D9-44CW,2004,2004-10-10,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-24,2019-07-01,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9908,HW73,"Hagerstown Sec Scan, MD",Harrisburg (72),39Q.26,D9-44CW,2004,2004-10-10,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-19,2019-04-26,2019-05-23,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9909,CD506,"Whiting Scanner, IN",Dearborn (76),21M.25,D9-44CW,2004,2004-10-10,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-11,2019-07-18,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9907,EP70,"Enola, PA",Harrisburg (72),,D9-44CW,2004,2004-10-11,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IS,AF,2019-04-28,2019-05-05,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9910,HP113,"Harrisburg, PA",Harrisburg (72),65E.25,D9-44CW,2004,2004-10-11,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,MR,2019-05-09,2019-05-16,2019-05-17,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9912,148H,"Atlanta, GA",Georgia (04),173.25,D9-44CW,2004,2004-10-12,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-28,2019-07-05,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9911,CJ183,"Springfield, OH",Lake (92),,D9-44CW,2004,2004-10-13,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-23,2019-04-30,2019-05-13,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9915,208H,"Flovilla Scanner, GA",Georgia (04),175.23,D9-44CW,2004,2004-10-14,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-17,2019-05-24,2019-05-19,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9913,A665,"Vossburg Scanner, MS",Alabama (08),355.25,D9-44CW,2004,2004-10-15,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-25,2019-05-02,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9914,14122,"Winston-Salem, NC",Pocahontas (62),,D9-44CW,2004,2004-10-15,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-10,2019-06-17,2019-05-24,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9916,148H,"Atlanta, GA",Georgia (04),,D9-44CW,2004,2004-10-15,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,DS,AF,2019-07-10,2019-07-17,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9919,EP70,"Enola, PA",Harrisburg (72),,D9-44CW,2004,2004-10-15,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IS,MR,2019-04-16,2019-04-23,2019-05-21,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9917,388,"South Fork Scanner, NC",Piedmont (03),119.26,D9-44CW,2004,2004-10-17,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-06,2019-07-13,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9918,SR419,"Buffalo Bison, NY",Pittsburgh (74),,D9-44CW,2004,2004-10-17,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-09,2019-06-16,2019-05-24,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,NEQ,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9923,CD422,"Elkhart, IN",Dearborn (76),,D9-44CW,2004,2004-10-17,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-30,2019-06-06,2019-05-28,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9924,45D,"Truett Scanner, TN",Georgia (04),23G.25,D9-44CW,2004,2004-10-20,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-24,2019-05-31,2019-05-27,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9920,,,,,D9-44CW,2004,2004-10-21,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IT,AF,2019-05-06,2019-05-13,2019-05-22,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9922,09067,"Peru, IN",Lake (92),29M.25,D9-44CW,2004,2004-10-21,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-12,2019-07-19,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9926,KF33,"Shelocta, PA",Pittsburgh (74),,D9-44CW,2004,2004-10-21,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-04-24,2019-05-01,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9927,HW73,"Hagerstown Sec Scan, MD",Harrisburg (72),39Q.26,D9-44CW,2004,2004-10-22,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-06-10,2019-06-17,2019-05-23,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9928,CD501,"CP-501, IN",Dearborn (76),,D9-44CW,2004,2004-10-22,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IC,AF,2019-04-12,2019-04-19,2019-04-30,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9931,240A,"Chattanooga, TN",Alabama (08),,D9-44CW,2004,2004-10-23,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IS,MR,2019-05-12,2019-05-19,2019-05-21,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9925,BNSEN,"Bensenville Cprs, IL",Dearborn (76),,D9-44CW,2004,2004-10-24,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,MR,2019-04-19,2019-04-26,2019-04-28,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Unhealthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9929,09711,"Kansas City, MO",Illinois (94),,D9-44CW,2004,2004-10-24,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IS,MR,2019-04-07,2019-04-14,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9921,CD517,"Chicago 47th ST TV, IL",Dearborn (76),21E.25,D9-44CW,2004,2004-10-25,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-13,2019-07-20,2019-05-23,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9933,CD422,"Elkhart, IN",Dearborn (76),16G.26,D9-44CW,2004,2004-10-27,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,IT,AF,2019-04-12,2019-04-19,2019-05-25,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9930,09617,"ST Louis May ST Sca, MO",Illinois (94),20A.26,D9-44CW,2004,2004-10-28,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-07-04,2019-07-11,2019-05-28,6,High,,Y,N,Not Equipped,,,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9935,A474,"Irondale Pass Scann, AL",Alabama (08),710.22,D9-44CW,2004,2004-10-30,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,DS,AF,2019-05-13,2019-05-20,2019-05-25,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9932,10001,"Norfolk, VA",Pocahontas (62),,D9-44CW,2004,2004-11-01,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,DS,AN,2019-07-15,2019-07-22,2019-05-27,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,N,,"73'2""",410000
NS 9938,09617,"ST Louis May ST Sca, MO",Illinois (94),20A.26,D9-44CW,2004,2004-11-01,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-05-16,2019-05-23,2019-05-28,6,High,,Y,N,Not Equipped,Leader,Unhealthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
NS 9942,BNSEN,"Bensenville Cprs, IL",Dearborn (76),,D9-44CW,2004,2004-11-03,,4400,RD Unit IN RD Service,RD Enola Shop (4W),2013-06-13,TFV25,ENO,MDH,RD,,A,,AF,2019-03-14,2019-03-21,2019-05-26,6,High,,Y,N,Not Equipped,Leader,Healthy,N,Not Equipped,Y,Y,IETMS,Healthy,GE-AAR,,GE Auto Start/Stop  Decal 84a225794p1,,TMC-OBN,4600,Y,5,CCB2,N,Y,,"73'2""",410000
